id,text,confidence,speakerId,language,adjustedStart,adjustedEnd,start,end
428,Purple. Tram. Yeah.,0.812,1,en-US,0:26:05.37,0:26:11.67,0:26:05.37,0:26:11.67
429,No reason.,0.6258,3,en-US,0:26:14.03,0:26:14.6,0:26:14.03,0:26:14.6
430,"You said the others had looked at architecture,so I really think",0.7973,2,en-US,0:26:19.66,0:26:22.55,0:26:19.66,0:26:21.4
432,distance,0.7279,3,en-US,0:26:23.82,0:26:24.16,0:26:23.82,0:26:24.16
433,between the rails and the last thing existing rails on the,0.7691,4,en-US,0:26:24.17,0:26:27.31,0:26:24.17,0:26:27.31
434,"overhead wires always changing. Yeah,and it has to follow and it's got this sort of articulating.Yes, and I think it's a bit like the suspension on a car as well.Car sexist inertia. So last long in a straight line,stones and potholes and things make the wheels bumping down.Yeah they stay",0.7924,2,en-US,0:26:27.4,0:26:46.6,0:26:27.4,0:26:29.93
440,in contact with the road.We've got decent,0.8601,4,en-US,0:26:46.61,0:26:48.98,0:26:46.61,0:26:48.2
442,"comma. Well,",0.6986,1,en-US,0:26:48.99,0:26:50.3,0:26:48.99,0:26:50.3
443,"that's that's the other thing,I suppose we we haven't considered anything like air pockets or anything like that.That could be. I clicked on suspension almost yesterday and that's something about children.They do things directly",0.8242,2,en-US,0:26:50.31,0:27:05.53,0:26:50.31,0:26:51.28
447,"quickly,",0.9349,1,en-US,0:27:05.7,0:27:06.31,0:27:05.7,0:27:06.31
448,yeah? I didn't get stuck in my head.,0.7024,4,en-US,0:27:07.44,0:27:10.55,0:27:07.44,0:27:10.55
449,But,0.8497,1,en-US,0:27:18.17,0:27:18.57,0:27:18.17,0:27:18.57
450,"just gotta get stick around.Yeah, that's a good idea.Tony,",0.6641,2,en-US,0:27:20.41,0:27:27.89,0:27:20.41,0:27:25.34
453,thanks.,0.9371,1,en-US,0:27:27.96,0:27:28.4,0:27:27.96,0:27:28.4
454,"We should have a target age child here.Too because, well, I think about this and I said it wasn't a problem.That obviously if you don't,if you don't let it.Gimbal that way, then you get you can you can make a variety of lines that you can make different thicknesses.Miller so so it might if the if the.Applications for somebody who's got.Exterity then. You add a feature by taking it.More variation on that sounds as if if if if.Yeah, if you see the the pen is printed just dotted lines you could you could you could with this pen if you don't let it go that way youcould make it kind of like they can print",0.859,4,en-US,0:27:30.29,0:28:28.42,0:27:30.29,0:27:32.69
465,"don't just have and then you just have one press 1.Magic Circle,",0.7398,2,en-US,0:28:28.43,0:28:37.18,0:28:28.43,0:28:34.64
467,so guess what he said?Is there,0.7329,4,en-US,0:28:36.12,0:28:37.17,0:28:36.12,0:28:36.95
469,any mechanism we could have a switch on and switch on?One could be easy,0.7843,2,en-US,0:28:37.18,0:28:40.49,0:28:37.18,0:28:39.64
471,light which means holding,0.7525,4,en-US,0:28:40.5,0:28:42.13,0:28:40.5,0:28:42.13
472,an ice. We fine and then you can,0.8079,6,en-US,0:28:42.14,0:28:43.79,0:28:42.14,0:28:43.79
473,stretch it off so that,0.7904,2,en-US,0:28:43.8,0:28:44.89,0:28:43.8,0:28:44.89
474,"you could use just order of the.Electronically just voice activating one of the channels on the print head.Yeah,",0.7906,4,en-US,0:28:45.34,0:28:54.08,0:28:45.34,0:28:49.38
477,"I think that's the way to do it,'cause otherwise you know different headlight damage,so we passed. The thing here is we need to.",0.783,5,en-US,0:28:54.09,0:29:02.39,0:28:54.09,0:28:55.38
480,Hold,0.877,1,en-US,0:29:04.23,0:29:04.7,0:29:04.23,0:29:04.7
481,"it down, otherwise",0.7289,2,en-US,0:29:04.71,0:29:06.02,0:29:04.71,0:29:06.02
482,it'll,0.3698,4,en-US,0:29:06.03,0:29:06.39,0:29:06.03,0:29:06.39
483,be happy when it's far is.So looks like there's nowhere for me to go.,0.7014,5,en-US,0:29:07.19,0:29:11.93,0:29:07.19,0:29:09.78
485,"Could we put term? Can we detect the heat of the day?Yeah, and therefore switch at all,you know, we know what's going on that.",0.7844,4,en-US,0:29:12.5,0:29:21.8,0:29:12.5,0:29:17.404
488,That certainly could stop the,0.7415,5,en-US,0:29:21.81,0:29:23.54,0:29:21.81,0:29:23.54
489,Holocaust. That's over the whole.,0.6434,4,en-US,0:29:25.36,0:29:26.79,0:29:25.36,0:29:26.79
490,Print quality,0.6656,2,en-US,0:29:32.7,0:29:33.63,0:29:32.7,0:29:33.63
491,and performance and assist to keep those dots on paper when they're being fired.,0.7624,5,en-US,0:29:33.64,0:29:38.75,0:29:33.64,0:29:38.75
492,The other thing was,0.7354,2,en-US,0:29:40.18,0:29:42.042,0:29:40.18,0:29:42.042
493,sort,0.9683,5,en-US,0:29:41.83,0:29:42.179,0:29:41.83,0:29:42.179
494,showing,0.7354,2,en-US,0:29:42.14,0:29:42.826,0:29:42.14,0:29:42.826
495,of,0.9683,5,en-US,0:29:42.266,0:29:42.44,0:29:42.266,0:29:42.44
496,picture,0.7354,2,en-US,0:29:42.924,0:29:43.61,0:29:42.924,0:29:43.61
497,to,0.5871,6,en-US,0:29:43.41,0:29:43.6,0:29:43.41,0:29:43.6
498,"extent that one as well.This is bisexual steering. Uhm?Is actually at the moment the hand steers it directly by making movements with their hand.If you had like a joystick,but then moved, the angle of the print head.That might work too, but maybe a bit expensive,but",0.7462,2,en-US,0:29:43.61,0:30:04.55,0:29:43.61,0:29:45.25
505,"this, I think interesting schedule is as they stated that it's built in string,actually tilts. The whole body,is it still so in order to maintain that,yeah. It compensates for the.Meaning of the right into a corner.So he's not black woman in the flag.Yeah? So if we have something like that,you could steer this standalone penalty as it moves.",0.7936,6,en-US,0:30:04.73,0:30:37.41,0:30:04.73,0:30:11.4
513,"In the rain. OK, thank",0.7964,1,en-US,0:30:38.58,0:30:42.73,0:30:38.58,0:30:42.73
514,"you just probably three ways going tonight,but I'd love",0.6605,2,en-US,0:30:42.74,0:30:45.85,0:30:42.74,0:30:45.18
516,to have somebody who's got really good control,0.7434,5,en-US,0:30:45.86,0:30:48.1,0:30:45.86,0:30:48.1
517,or you take all opportunities for control away from people.,0.7731,2,en-US,0:30:48.88,0:30:52.67,0:30:48.88,0:30:52.67
518,"Moving around, you",0.6549,5,en-US,0:30:54.1,0:30:54.97,0:30:54.1,0:30:54.97
519,make the.,0.7912,6,en-US,0:30:54.98,0:30:55.64,0:30:54.98,0:30:55.64
520,Or we give some feedback.So the people we,0.7225,2,en-US,0:31:00.65,0:31:05.65,0:31:00.65,0:31:04.61
522,"know when they're doing the right things,yeah. For the last one,is there like it is possible to hold it in the wrong way,but it forces you to hold in the right way,but sometimes it's tiring or shame or",0.7754,5,en-US,0:31:05.66,0:31:22.56,0:31:05.66,0:31:08.061
527,yeah.,0.7526,1,en-US,0:31:23.37,0:31:24.14,0:31:23.37,0:31:24.14
528,"Or is it or not?Well, there's",0.7293,2,en-US,0:31:24.25,0:31:28.37,0:31:24.25,0:31:25.04
530,a third that you can make it.Somehow make it compliant,0.8799,4,en-US,0:31:28.38,0:31:31.96,0:31:28.38,0:31:30.71
532,to holding too.,0.6393,6,en-US,0:31:31.97,0:31:33.1,0:31:31.97,0:31:33.1
533,I know I know what you're saying that but it's,0.8648,2,en-US,0:31:33.33,0:31:35.16,0:31:33.33,0:31:35.16
534,it would be difficult because you would overheat the edge,0.8797,4,en-US,0:31:35.19,0:31:38.96,0:31:35.19,0:31:38.96
535,"of the print head is not touching,but",0.7923,6,en-US,0:31:38.97,0:31:41.24,0:31:38.97,0:31:40.85
537,there may be some electronic means of saying this end of the previous,0.8045,4,en-US,0:31:41.41,0:31:46.96,0:31:41.41,0:31:46.96
538,overheating.,0.8144,2,en-US,0:31:46.97,0:31:48.874,0:31:46.97,0:31:48.874
539,must be touching on the other,0.8474,6,en-US,0:31:48.01,0:31:48.999,0:31:48.01,0:31:48.999
540,It,0.8144,2,en-US,0:31:49.033,0:31:49.35,0:31:49.033,0:31:49.35
541,"end, so",0.8091,6,en-US,0:31:49.034,0:31:49.34,0:31:49.034,0:31:49.34
542,I'll switch this. You know.Probably always,0.7774,2,en-US,0:31:49.35,0:31:51.32,0:31:49.35,0:31:50.61
544,test. Look for complexity.,0.8648,5,en-US,0:31:51.33,0:31:54.85,0:31:51.33,0:31:54.85
545,"Yeah, just explore that last night and it's got more detail because.When organizations. Making sure that it can only be hard in one way so the design shape of The thing is that it can only be done in one wayand that's the correct way,because then there is less sort of learning to be done by the user and.Children, I think if they're you know if they don't get the results pretty quickly,they'll just give up on it.So be quite good. If the shape was so,that would only that make it work in one particular way.Yeah, you could build the lady in a different way 'cause he could have it so that there's only one way of doing it.Yeah, but then you have switches on it,so that supposing that supposing it's you've got the print head and then three balls around it to support it,you have pressure sensors on those balls,so. Press harder activates all the elements in the pregnancy.Go very heavy line, but if the child doesn't press hard it only activates every other one.So yeah, thanks. So the actual kind of the the print head discover isolated from what the child is doing.But there's sensors detect Charles doing and make the thing responds accordingly.",0.7314,2,en-US,0:31:54.96,0:33:13.51,0:31:54.96,0:32:00.16
561,"Yeah, yeah, so you could trick the child",0.8287,4,en-US,0:33:14.54,0:33:17.12,0:33:14.54,0:33:17.12
562,you think you could do.,0.7992,6,en-US,0:33:17.13,0:33:17.97,0:33:17.13,0:33:17.97
563,He,0.6336,3,en-US,0:33:20.87,0:33:21.08,0:33:20.87,0:33:21.08
564,"also made it so that even if the child he could say.Correct, you can make this software so even if the child is really important.If you get a reasonable result.But if the child is very coordinated,it can actually do some quite sophisticated things.Yeah, it could even have sort of some feedback in terms of.Color Ellie D's on the pen,saying that he's gonna be well,she's done a good job or well done",0.6972,2,en-US,0:33:21.09,0:33:45.37,0:33:21.09,0:33:25.49
573,yeah,0.7711,6,en-US,0:33:45.84,0:33:46.31,0:33:45.84,0:33:46.31
574,"yeah. Appreciate it, yeah you know,because if they're doing something and it produces a result,that's what they want and that's what they want and and saying,well done isn't really, you know.So what? For my parents told me,well, you already have a specific",0.8585,4,en-US,0:33:46.32,0:34:02.35,0:33:46.32,0:33:50.077
580,parenting. Smacking the phone. Correct?,0.6982,2,en-US,0:34:02.36,0:34:13.62,0:34:02.36,0:34:13.62
581,"Secret Service, but it's not listening.",0.6147,3,en-US,0:34:15.21,0:34:17.43,0:34:15.21,0:34:17.43
582,"I've gotten a ring and then the doctor,if it was off Center for the dots entering the paperwork so you",0.7824,2,en-US,0:34:22.33,0:34:27.87,0:34:22.33,0:34:24.71
584,got. Drawing pictures or making invitations,0.7252,1,en-US,0:34:27.88,0:34:38.05,0:34:27.88,0:34:38.05
585,of Christmas,0.7739,4,en-US,0:34:38.06,0:34:38.51,0:34:38.06,0:34:38.51
586,cards.,0.9182,3,en-US,0:34:38.52,0:34:38.99,0:34:38.52,0:34:38.99
587,Don't do that. Electronics Control user interface and,0.7455,5,en-US,0:34:41.83,0:34:48.55,0:34:41.83,0:34:48.55
588,features and things whereas.,0.9006,1,en-US,0:34:48.56,0:34:50.11,0:34:48.56,0:34:50.11
589,This kind of functional language of,0.8117,5,en-US,0:34:52.54,0:34:54.44,0:34:52.54,0:34:54.44
590,the mechanics of metal. It,0.7128,1,en-US,0:34:55.06,0:34:59,0:34:55.06,0:34:59
591,"does, yeah, you're right,",0.6312,2,en-US,0:34:59.01,0:35:00.22,0:34:59.01,0:35:00.22
592,yeah.,0.8901,3,en-US,0:35:00.23,0:35:00.72,0:35:00.23,0:35:00.72
593,"Yeah, because it's really hard to draw a picture of America.New. Denny's",0.8008,4,en-US,0:35:02.5,0:35:11.33,0:35:02.5,0:35:05.66
595,building sorry could,0.6254,2,en-US,0:35:11.34,0:35:12.29,0:35:11.34,0:35:12.29
596,not have,0.801,1,en-US,0:35:12.3,0:35:13.67,0:35:12.3,0:35:13.67
597,something that it's like lots of coloring in.It could try and tell you on some screen need to,0.8224,4,en-US,0:35:13.68,0:35:19.08,0:35:13.68,0:35:16.22
599,try and sort of coordination.Tests are huge amount of possibilities.You could do mazes,0.8164,2,en-US,0:35:19.09,0:35:23.91,0:35:19.09,0:35:20.4
602,or anything with that. Yeah so,0.8131,5,en-US,0:35:23.92,0:35:26.03,0:35:23.92,0:35:26.03
603,"also explore that scared of a little bit more detail because the the other thing that you used to make sure things are left or right nothing that's come outin this sort of DIY world.Just these laser levelers and things like that.If you had like a little laser that made sure that it was level of some sort,and you know the child can actually see a line,and then it's in the right angle there 'cause it can see the line is right then that could work,although maybe. When it comes to that.",0.7495,2,en-US,0:35:27.04,0:35:56.7,0:35:27.04,0:35:35.54
610,"Simply unscrew paper in front of him.Yeah,",0.7222,6,en-US,0:35:58.17,0:36:00.44,0:35:58.17,0:36:00.17
612,"I've done Busters,",0.7876,5,en-US,0:36:00.45,0:36:01.67,0:36:00.45,0:36:01.67
613,yeah.,0.8653,2,en-US,0:36:01.85,0:36:02.21,0:36:01.85,0:36:02.21
614,Star Wars.,0.727,4,en-US,0:36:08.45,0:36:09.16,0:36:08.45,0:36:09.16
615,Sounds good.,0.9048,6,en-US,0:36:24.71,0:36:25.39,0:36:24.71,0:36:25.39
616,"Yeah, I think we lost it.",0.7039,2,en-US,0:36:32.1,0:36:33.59,0:36:32.1,0:36:33.59
617,Still breaks.,0.7079,4,en-US,0:36:37.29,0:36:38.14,0:36:37.29,0:36:38.14
618,Close. It's,0.8883,1,en-US,0:36:40.31,0:36:43.86,0:36:40.31,0:36:43.86
619,"a helpful Max if you lift it off the page.You can actually see it's got.The capacity creates weaken, separates into two areas,so when it's actually on the surface two points meet.",0.7381,6,en-US,0:36:43.87,0:36:55.82,0:36:43.87,0:36:46.09
623,"The other thing is sorry,this capture data.",0.8663,2,en-US,0:36:56.49,0:36:58.86,0:36:56.49,0:36:57.91
625,Do it again.,0.8024,1,en-US,0:37:00.39,0:37:00.85,0:37:00.39,0:37:00.85
626,Ms Yeah Page received the patent creates,0.7262,6,en-US,0:37:03.64,0:37:07.28,0:37:03.64,0:37:07.28
627,"yeah, sort of the triangle thing.Yeah",0.7743,2,en-US,0:37:07.38,0:37:09.39,0:37:07.38,0:37:09.16
629,"it's in teams sort of distinct spots,yeah, and when it's actually sat on the surface they match up and that's when it starts tracking.Well, perhaps it's not. Turn level yeah yeah.",0.7462,6,en-US,0:37:09.4,0:37:26.39,0:37:09.4,0:37:11.62
632,I don't know how it works.,0.7909,1,en-US,0:37:28.04,0:37:28.85,0:37:28.04,0:37:28.85
633,"I don't know what it is.The other thing which I don't know if that's what you meant only when he talked about the little light in front of the pen.But if there's some feedback from the print head to know that it's in the right angle,and then the light goes on,or only weather only when they print his own there's this little light comes on so the child gets this feedback that way.Oh, it's in the right direction,so I draw. I think if I were in their shoes using this,I'd prefer there be something where I decide.Do it in the repetition,but rather than",0.7962,2,en-US,0:37:30.47,0:38:05.68,0:37:30.47,0:37:31.33
643,"something lighting up, saying dinner,",0.8113,6,en-US,0:38:05.69,0:38:09.08,0:38:05.69,0:38:09.08
644,"yeah, that kind of thing,most of it raining there isn't it?That's true, but it's.",0.7762,2,en-US,0:38:09.53,0:38:14.12,0:38:09.53,0:38:10.89
647,It's kind of patronizing tablets or device.,0.8562,6,en-US,0:38:14.17,0:38:16.93,0:38:14.17,0:38:16.93
648,"Yes, they're doing it wrong because it's false.",0.6596,4,en-US,0:38:18.64,0:38:20.92,0:38:18.64,0:38:20.92
649,I don't know. It's,0.7122,2,en-US,0:38:23.2,0:38:23.77,0:38:23.2,0:38:23.77
650,"not. It's not, it's not.",0.7801,3,en-US,0:38:23.78,0:38:24.71,0:38:23.78,0:38:24.71
651,"Grateful, comforting noise in his back.Doesn't know it. Design. This election.Relevant because that's when you approach from stabbing.Let's just come out if I'm gonna",0.6888,2,en-US,0:38:26.16,0:38:46.52,0:38:26.16,0:38:30.13
655,"stand there couple minutes,",0.6064,6,en-US,0:38:46.53,0:38:47.46,0:38:46.53,0:38:47.46
656,"yeah, yeah,",0.6861,2,en-US,0:38:48.67,0:38:49.68,0:38:48.67,0:38:49.68
657,yeah.,0.9226,1,en-US,0:38:50.31,0:38:50.57,0:38:50.31,0:38:50.57
658,There are red camera. There are pins that you have to hold it,0.7314,4,en-US,0:38:52.44,0:38:59.91,0:38:52.44,0:38:59.91
659,and then like certain orientation,0.734,6,en-US,0:38:59.92,0:39:01.8,0:38:59.92,0:39:01.8
660,that look like.,0.8766,1,en-US,0:39:02.02,0:39:02.64,0:39:02.02,0:39:02.64
661,It's really quite uncomfortable,0.6305,3,en-US,0:39:04.73,0:39:05.7,0:39:04.73,0:39:05.7
662,credit hold my family.,0.6889,1,en-US,0:39:05.71,0:39:06.98,0:39:05.71,0:39:06.98
663,Don't think she,0.783,5,en-US,0:39:07.17,0:39:08.19,0:39:07.17,0:39:08.19
664,did this. This point. Is there some people run out this Sunday?,0.7635,2,en-US,0:39:08.2,0:39:11.64,0:39:08.2,0:39:11.64
665,That one,0.8342,3,en-US,0:39:13.12,0:39:13.38,0:39:13.12,0:39:13.38
666,is expected to do more that which I don't do,0.7996,1,en-US,0:39:13.39,0:39:15.46,0:39:13.39,0:39:15.46
667,"number, but that's because you didn't have that pending.You will it. If you had it,you would write in the right way.It's still loading. Of course,",0.7492,2,en-US,0:39:15.81,0:39:28.47,0:39:15.81,0:39:18.26
671,I love my criticism. You,0.7467,3,en-US,0:39:28.48,0:39:32.48,0:39:28.48,0:39:32.48
672,"getting kingpins which are really hard to use because they've got they look they look like little.Database, they go straight down on that",0.7443,4,en-US,0:39:32.49,0:39:40.18,0:39:32.49,0:39:37.78
674,story. Also coming from holes or six,0.7258,5,en-US,0:39:40.7,0:39:45.88,0:39:40.7,0:39:45.88
675,months away.,0.6671,1,en-US,0:39:45.89,0:39:47.44,0:39:45.89,0:39:47.44
676,It doesn't force you to use,0.7221,4,en-US,0:39:50.72,0:39:51.91,0:39:50.72,0:39:51.91
677,"it, but it makes. Except being there,this spring has will come to that in a minute.",0.798,2,en-US,0:39:51.92,0:40:00.03,0:39:51.92,0:39:57.025
679,"Graphic artist pens to use straight up and down,which is. Otherwise they will.Otherwise they don't work because they they were there like this that they they.They're like little tube that when you push on it.Phil opens a valve which lets the which let's see through there's a lot.There's gold and silver",0.8002,4,en-US,0:40:01.75,0:40:23.77,0:40:01.75,0:40:05.79
685,type things that people use making cards.,0.8245,2,en-US,0:40:23.78,0:40:26.76,0:40:23.78,0:40:26.76
686,"Yeah,",0.5542,3,en-US,0:40:28.52,0:40:29.03,0:40:28.52,0:40:29.03
687,"like that, no. It's it's like you get them for.Drafting pens, I think, were that they they,they they, they? They've got,they they, they're like that because they they they come in different widths of tube and they give they give you a very accurate width of line.OK, OK, but but you can't.You can't use them in any orientation.You have to use the straight up and down.Yeah and and and. Like that?And so if you put it on the edge,then you go on the edge of the tube and it just it just sort of it,just the edge just goes on.You don't get along at all,you just you",0.7816,4,en-US,0:40:29.04,0:41:06.05,0:40:29.04,0:40:32.97
700,"just sort of crease the paper.Yes, very good thing about this is you get feedback,feedbacks, inherit something. Not being properly won't work.Yeah, well, that's the point.Actually. You could probably",0.8178,2,en-US,0:41:06.06,0:41:16.51,0:41:06.06,0:41:07.38
705,"probably that if you do it on the edge the print head won't be close enough to the to the edge of the PCB and you lift the whole thewhole printing at all. So you probably won't be able to do this.This sort of touch touch just the edge because the print head,the resistors are inboard of the edge of the",0.7714,4,en-US,0:41:17.54,0:41:36.42,0:41:17.54,0:41:25.826
709,edge of the hands,0.7983,6,en-US,0:41:36.77,0:41:37.64,0:41:36.77,0:41:37.64
710,like,0.8995,2,en-US,0:41:38.44,0:41:38.68,0:41:38.44,0:41:38.68
711,"that, so you run on your run on that surface there and the rental PCB,yes. So yes, that's that's that is appointment.She 'cause it's.",0.7352,4,en-US,0:41:38.69,0:41:49.23,0:41:38.69,0:41:44.42
714,"Yeah, anything that generates in",0.8316,2,en-US,0:41:50.54,0:41:54.67,0:41:50.54,0:41:54.67
715,terms of this is doing the styling so it just feels right and you can't do you run limited to what you can do with anybody fingers in the rightplace,0.8132,5,en-US,0:41:54.68,0:42:07.58,0:41:54.68,0:42:07.325
717,and if we couple that.So this,0.8758,2,en-US,0:42:08.38,0:42:12.77,0:42:08.38,0:42:11.59
719,version it could be much chunkier and this finger going to hold this time could go in the whole process mirrors so they worked with left handed people as well.But,0.7416,5,en-US,0:42:12.78,0:42:23.77,0:42:12.78,0:42:23.44
721,"we could just make it all to hold it any other way,",0.768,2,en-US,0:42:24.68,0:42:26.99,0:42:24.68,0:42:26.99
722,and after some going first.Realize. Work on the fingers.,0.7969,5,en-US,0:42:27.06,0:42:34.46,0:42:27.06,0:42:31.06
724,Get back to the rest.,0.8175,4,en-US,0:42:37.85,0:42:38.96,0:42:37.85,0:42:38.96
725,"Crystal different finger positions that we can,you know. Did you feed it back so it's kind of",0.7812,2,en-US,0:42:40.64,0:42:47.94,0:42:40.64,0:42:44.87
727,something more,0.6767,5,en-US,0:42:48.32,0:42:49.59,0:42:48.32,0:42:49.59
728,chill?,0.5829,1,en-US,0:42:49.6,0:42:49.84,0:42:49.6,0:42:49.84
729,Part time job listing but we could have a battery pack in that country.,0.7444,2,en-US,0:42:51.4,0:42:54.59,0:42:51.4,0:42:54.59
730,Sick.,0.9032,3,en-US,0:42:57.49,0:42:57.84,0:42:57.49,0:42:57.84
731,If,0.7729,1,en-US,0:43:00.23,0:43:00.48,0:43:00.23,0:43:00.48
732,you if what you do instead is if you've got,0.7809,4,en-US,0:43:00.49,0:43:02.76,0:43:00.49,0:43:02.76
733,the previews up here. Foster care so.You can say something then.,0.6859,2,en-US,0:43:02.77,0:43:10.04,0:43:02.77,0:43:08.93
735,"If you've got if you've got a switch there,there, there and there, and it only works.If all four switches a damn and that there's switch positions guarantee that the head is down,then. Yeah,",0.8375,4,en-US,0:43:13.48,0:43:28.28,0:43:13.48,0:43:15.34
739,"that's they control everything approaching that,",0.7749,5,en-US,0:43:28.29,0:43:30.82,0:43:28.29,0:43:30.82
740,that's the yeah anime and you designed in such a way that that's the reason we come from position.And if you don't put in that position it doesn't,0.8098,4,en-US,0:43:30.93,0:43:39.5,0:43:30.93,0:43:36.93
742,work and it be nice if you just naturally picked it up.,0.7714,2,en-US,0:43:39.51,0:43:41.84,0:43:39.51,0:43:41.84
743,"Yeah, but actually you can do the two together.Sort of learn",0.7961,4,en-US,0:43:42.33,0:43:47.75,0:43:42.33,0:43:47.16
745,"moving though. To to think about this in almost all cases,when looking pens the part from really wise of market pens that it was actually the narrowest part of the product,whereas in what we're looking at,it could actually be as wide or a wider than just paying for a second DIY paint brush.Yeah, it's more relevant. Oh yeah.It's there's probably work if you had,like if you had it connected on one side now.Michael, rather they will be here in the print head.And you could have known going to that,and I'm going to there so",0.8175,2,en-US,0:43:47.76,0:44:32.54,0:43:47.76,0:43:53.96
755,you can smoke it.,0.8211,4,en-US,0:44:32.55,0:44:33.58,0:44:32.55,0:44:33.58
756,"Yeah,",0.9005,5,en-US,0:44:34.29,0:44:34.88,0:44:34.29,0:44:34.88
757,you would have some flexibility because of the metal which is hinged.If you are here. Touched on that.You actually know how,0.8192,2,en-US,0:44:35.07,0:44:46.58,0:44:35.07,0:44:38.519
760,"to use roller because you're older than 11,and I wonder whether it be very interested in nursing.",0.6353,5,en-US,0:44:46.59,0:44:54.69,0:44:46.59,0:44:51.52
762,Heroes paint. Great little house.Trains.,0.6147,2,en-US,0:44:56.19,0:45:08.48,0:44:56.19,0:45:08
764,But I guess this is,0.8273,4,en-US,0:45:11.25,0:45:12.02,0:45:11.25,0:45:12.02
765,"it. Well, that depends. Can be we can shape it so it doesn't make it like finding tell yeah.Terrorism this size issue. With holding it this way isn't it.You're not going to have you.You sent these pens that we join or miss.Some different things inside it.Yeah, right? So I think there is an issue about how big or how.Hold it. We have explicitly with things I think that's worth considering,actually, so what's up is the not having it in a pen shape,but they're not holding it like a pen,but actually holding it in a different way that that.Or yeah, there are",0.7159,2,en-US,0:45:12.53,0:46:08.66,0:45:12.53,0:45:20.87
776,"two sides that is either you want to teach your child to read too.Hold pen properly, which is it's just you know if you want to do that.Yeah, you got. You got to be taught",0.7642,4,en-US,0:46:08.67,0:46:21.19,0:46:08.67,0:46:12.569
779,how to handle him.,0.7515,6,en-US,0:46:21.2,0:46:22.19,0:46:21.2,0:46:22.19
780,Other shares,0.5604,2,en-US,0:46:23.94,0:46:24.64,0:46:23.94,0:46:24.64
781,today with not smudging the English.,0.6806,4,en-US,0:46:33.6,0:46:35.77,0:46:33.6,0:46:35.77
782,"Different people hold the pending between these two fingers.Or rather,",0.7105,2,en-US,0:46:35.78,0:46:39.15,0:46:35.78,0:46:38.45
784,yeah freaks. Should be allowed.,0.7192,4,en-US,0:46:39.2,0:46:45.37,0:46:39.2,0:46:45.37
785,You shouldn't allow. 5 minutes,0.6462,3,en-US,0:46:46.92,0:46:49.98,0:46:46.92,0:46:49.98
786,"ago we thought you were right.Well, not really true.",0.6521,2,en-US,0:46:49.99,0:46:54.38,0:46:49.99,0:46:53.03
788,Lights,0.7024,3,en-US,0:46:55.42,0:46:55.89,0:46:55.42,0:46:55.89
789,on the whole thing like that I'd say.No.,0.8105,4,en-US,0:46:55.9,0:47:00.92,0:46:55.9,0:46:57.93
791,Is it raining Angel toilet?,0.7087,1,en-US,0:47:02.46,0:47:04.03,0:47:02.46,0:47:04.03
792,"It's mainly for fun, really.I think if you want to teach child something about Pansy,give him a pen. Yeah yeah.",0.5181,2,en-US,0:47:06.89,0:47:13.58,0:47:06.89,0:47:08.21
795,"Well it depends. You could you can tell it can be fun,teach you something.",0.8081,4,en-US,0:47:13.59,0:47:19.2,0:47:13.59,0:47:17.901
797,It's another,0.649,3,en-US,0:47:21.23,0:47:21.9,0:47:21.23,0:47:21.9
798,bonus space.,0.5839,2,en-US,0:47:21.91,0:47:22.88,0:47:21.91,0:47:22.88
799,"Something else is going to be a great big fat lump,probably, and it's not gonna be like any pending revenues in the future,",0.7759,5,en-US,0:47:24.39,0:47:30.69,0:47:24.39,0:47:27.047
801,"so it doesn't feel like I know that you know,give me more. I think it's more about decorating it,but you know, you want to roll smiling surgeon.Yeah, on the wall. Never did I hope it's you know the dog spayed this Sistine Chapel this is going.Yeah, there's",0.8543,2,en-US,0:47:31.53,0:47:59.34,0:47:31.53,0:47:35.09
806,another degree into this thing that if you go fast it'll be painkiller until you go slowly.Big dog.,0.792,4,en-US,0:47:59.35,0:48:04.86,0:47:59.35,0:48:04.15
808,"If you could give us,",0.7315,5,en-US,0:48:07.59,0:48:08.94,0:48:07.59,0:48:08.94
809,"one lady is if you go fast.If there's no feedback from the paper,",0.7854,2,en-US,0:48:09.31,0:48:14.24,0:48:09.31,0:48:12.469
811,"so don't know how fast it's going.Yeah, they might produce gaps,so it might produce gaps in famous stuff.",0.7046,5,en-US,0:48:14.25,0:48:21.91,0:48:14.25,0:48:15.89
814,Cool it.,0.796,4,en-US,0:48:24.66,0:48:25.09,0:48:24.66,0:48:25.09
815,"Can you drive it logically?Yeah, but not much. Says that yeah,",0.6564,2,en-US,0:48:28.94,0:48:35.52,0:48:28.94,0:48:30.31
817,thanks yeah. But,0.8101,5,en-US,0:48:35.53,0:48:38.92,0:48:35.53,0:48:38.92
818,you won't end up with.Long smooth line that's painted.You are more,0.746,2,en-US,0:48:39.7,0:48:47.87,0:48:39.7,0:48:42.17
821,likely to disappoint. Because we've got.,0.8187,5,en-US,0:48:47.88,0:48:52.17,0:48:47.88,0:48:52.17
822,If we turn it off,0.8169,2,en-US,0:48:54.25,0:48:55.25,0:48:54.25,0:48:55.25
823,off and on very fast.I know that.,0.7646,4,en-US,0:48:55.47,0:48:59.8,0:48:55.47,0:48:56.58
825,"Right, yeah yeah,",0.8475,2,en-US,0:49:01.29,0:49:02.3,0:49:01.29,0:49:02.3
826,I'm just wondering,0.9113,3,en-US,0:49:02.31,0:49:03.14,0:49:02.31,0:49:03.14
